ACCLASS,VISIBILITY,LIGHT,INJURY,INVTYPE,INITDIR,DIVISION,COLLISION_DATE,COLLISION_YEAR,COLLISION_TIME,HOUR,WEATHER,NEIGHBOURHOOD
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D23,2006-10-28,2006,2006-10-28T22:41:00Z,22,Adverse,West Humber-Clairville
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D52,2006-10-29,2006,2006-10-29T22:08:00Z,22,Adverse,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D42,2006-10-30,2006,2006-10-30T13:20:00Z,13,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D32,2006-11-02,2006,2006-11-02T16:00:00Z,16,Clear,East Willowdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,NSA,2006-11-03,2006,2006-11-03T10:53:00Z,10,Clear,NSA
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D32,2006-11-07,2006,2006-11-07T19:16:00Z,19,Adverse,Englemount-Lawrence
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D12,2006-11-10,2006,2006-11-10T19:06:00Z,19,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D51,2006-11-10,2006,2006-11-10T20:18:00Z,20,Clear,South Riverdale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D41,2006-11-12,2006,2006-11-12T20:00:00Z,20,Clear,Wexford/Maryvale
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D41,2006-11-17,2006,2006-11-17T20:03:00Z,20,Adverse,Kennedy Park
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D53,2006-11-19,2006,2020-06-11T19:03:00Z,19,Clear,Annex
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D33,2006-11-19,2006,2006-11-19T17:40:00Z,17,Clear,Parkwoods-O'Connor Hills
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2006-11-22,2006,2006-11-22T16:15:00Z,16,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2006-11-28,2006,2006-11-28T15:10:00Z,15,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D51,2006-11-28,2006,2006-11-28T23:00:00Z,23,Clear,Downtown Yonge East
Non-Fatal Injury,Other,Daylight,Major,Pedestrian,South,D53,2006-11-29,2006,2006-11-29T11:11:00Z,11,Adverse,Lawrence Park South
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D23,2006-11-30,2006,2006-11-30T18:05:00Z,18,Adverse,Willowridge-Martingrove-Richview
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D14,2006-12-01,2006,2006-12-01T21:20:00Z,21,Adverse,Palmerston-Little Italy
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D22,2006-12-02,2006,2006-12-02T13:00:00Z,13,Clear,Islington
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D13,2006-12-02,2006,2006-12-02T21:16:00Z,21,Clear,Wychwood
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D42,2006-12-05,2006,2006-12-05T18:21:00Z,18,Clear,Steeles
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D42,2006-12-05,2006,2006-12-05T18:21:00Z,18,Clear,Steeles
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,None,D55,2006-12-06,2006,2006-12-06T13:00:00Z,13,Adverse,Danforth East York
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D41,2006-12-06,2006,2006-12-06T17:00:00Z,17,Adverse,Dorset Park
Non-Fatal Injury,Other,Dark,Major,Pedestrian,East,D42,2006-12-06,2006,2006-12-06T22:48:00Z,22,Adverse,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D53,2006-12-07,2006,2006-12-07T15:17:00Z,15,Clear,Mount Pleasant East
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D42,2006-12-07,2006,2006-12-07T15:45:00Z,15,Clear,Agincourt North
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D52,2006-12-07,2006,2006-12-07T18:00:00Z,18,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Snow,Dark,Minor,Pedestrian,South,D32,2006-12-07,2006,2006-12-07T20:08:00Z,20,Adverse,Willowdale West
Non-Fatal Injury,Snow,Dark,Major,Pedestrian,South,D32,2006-12-07,2006,2006-12-07T20:08:00Z,20,Adverse,Willowdale West
Fatal,Clear,Dark,Fatal,Pedestrian,East,D12,2006-12-08,2006,2006-12-08T17:19:00Z,17,Clear,Rockcliffe-Smythe
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D32,2006-12-10,2006,2020-06-12T10:20:00Z,10,Clear,Lawrence Park North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D32,2006-12-10,2006,2006-12-10T14:05:00Z,14,Clear,Lawrence Park North
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D51,2006-12-17,2006,2006-12-17T19:22:00Z,19,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D32,2006-12-19,2006,2006-12-19T18:55:00Z,18,Clear,East Willowdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D14,2006-12-20,2006,2006-12-20T10:23:00Z,10,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D11,2006-12-20,2006,2006-12-20T14:20:00Z,14,Clear,Junction-Wallace Emerson
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D51,2006-12-22,2006,2006-12-22T16:45:00Z,16,Adverse,Downtown Yonge East
Fatal,Rain,Dark,Fatal,Pedestrian,North,D55,2006-12-23,2006,2006-12-23T18:09:00Z,18,Adverse,Victoria Village
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D42,2006-12-24,2006,2006-12-24T19:33:00Z,19,Clear,Milliken
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D41,2006-12-25,2006,2006-12-25T22:05:00Z,22,Adverse,Kennedy Park
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,None,D22,2006-12-27,2006,2006-12-27T20:22:00Z,20,Adverse,Etobicoke City Centre
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D12,2006-12-31,2006,2006-12-31T17:41:00Z,17,Adverse,Rustic
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D41,2006-12-31,2006,2006-12-31T18:48:00Z,18,Adverse,Kennedy Park
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,West,D32,2007-01-01,2007,2007-01-01T16:45:00Z,16,Adverse,Willowdale West
Fatal,Clear,Dark,Fatal,Pedestrian,West,D33,2007-01-02,2007,2007-01-02T17:50:00Z,17,Clear,Pleasant View
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D55,2007-01-09,2007,2007-01-09T21:25:00Z,21,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D23,2007-01-10,2007,2007-01-10T15:15:00Z,15,Clear,West Humber-Clairville
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D55,2007-01-12,2007,2007-01-12T19:10:00Z,19,Adverse,East End-Danforth
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D43,2007-01-12,2007,2007-01-12T20:30:00Z,20,Adverse,West Hill
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D12,2007-01-16,2007,2007-01-16T17:51:00Z,17,Adverse,Weston-Pelham Park
Non-Fatal Injury,Snow,Daylight,Major,Pedestrian,South,D53,2007-01-17,2007,2007-01-17T15:59:00Z,15,Unknown,South Eglinton-Davisville
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D14,2007-01-19,2007,2007-01-19T13:31:00Z,13,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,South,D14,2007-01-26,2007,2007-01-26T11:02:00Z,11,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2007-01-26,2007,2007-01-26T11:02:00Z,11,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D41,2007-01-29,2007,2007-01-29T14:35:00Z,14,Clear,Clairlea-Birchmount
Non-Fatal Injury,Snow,Dark,Major,Pedestrian,West,D42,2007-01-30,2007,2007-01-30T18:02:00Z,18,Adverse,Malvern West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2007-02-03,2007,2007-02-03T11:20:00Z,11,Clear,Woodbine Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D42,2007-02-06,2007,2007-02-06T15:20:00Z,15,Clear,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D23,2007-02-07,2007,2007-02-07T15:21:00Z,15,Clear,Humber Heights-Westmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D11,2007-02-08,2007,2007-02-08T10:38:00Z,10,Clear,Dufferin Grove
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D14,2007-02-10,2007,2020-07-02T10:52:00Z,10,Clear,Trinity-Bellwoods
Fatal,Clear,Dark,Fatal,Pedestrian,West,D22,2007-02-11,2007,2007-02-11T20:02:00Z,20,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D12,2007-02-15,2007,2007-02-15T15:31:00Z,15,Clear,Rockcliffe-Smythe
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D52,2007-02-19,2007,2007-02-19T13:58:00Z,13,Adverse,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2007-02-24,2007,2007-02-24T16:10:00Z,16,Clear,Bridle Path-Sunnybrook-York Mills
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D13,2007-02-25,2007,2007-02-25T12:55:00Z,12,Clear,Junction-Wallace Emerson
Non-Fatal Injury,Clear,Dark,Major,Cyclist,South,NSA,2007-02-28,2007,2007-02-28T18:55:00Z,18,Clear,NSA
Non-Fatal Injury,Clear,Dark,Major,Cyclist,South,NSA,2007-02-28,2007,2007-02-28T18:55:00Z,18,Clear,NSA
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D51,2007-03-03,2007,2007-03-03T11:00:00Z,11,Adverse,Moss Park
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,East,D33,2007-03-07,2007,2007-03-07T13:52:00Z,13,Clear,Don Valley Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D33,2007-03-07,2007,2007-03-07T13:52:00Z,13,Clear,Don Valley Village
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D13,2007-03-07,2007,2007-03-07T19:57:00Z,19,Clear,Oakwood Village
Fatal,Clear,Dusk,Fatal,Pedestrian,West,D55,2007-03-09,2007,2007-03-09T17:24:00Z,17,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D13,2007-03-11,2007,2007-03-11T13:54:00Z,13,Clear,Junction-Wallace Emerson
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D43,2007-03-13,2007,2007-03-13T15:56:00Z,15,Clear,Scarborough Village
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D52,2007-03-14,2007,2007-03-14T14:57:00Z,14,Adverse,Wellington Place
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2007-03-19,2007,2007-03-19T12:00:00Z,12,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D51,2007-03-19,2007,2007-03-19T14:00:00Z,14,Adverse,Downtown Yonge East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D22,2007-03-22,2007,2007-03-22T18:44:00Z,18,Clear,Islington
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D32,2007-03-22,2007,2007-03-22T19:07:00Z,19,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Dark,Major,Cyclist,East,D52,2007-03-27,2007,2007-03-27T20:45:00Z,20,Clear,University
Fatal,Clear,Dark,Fatal,Pedestrian,East,D53,2007-03-30,2007,2007-03-30T21:20:00Z,21,Clear,Annex
Fatal,Clear,Dark,Fatal,Pedestrian,South,D11,2007-04-02,2007,2007-04-02T21:08:00Z,21,Clear,Roncesvalles
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D43,2007-04-03,2007,2007-04-03T12:20:00Z,12,Clear,Cliffcrest
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D52,2007-04-05,2007,2007-04-05T13:05:00Z,13,Adverse,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2007-04-10,2007,2007-04-10T16:45:00Z,16,Clear,Newtonbrook East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D33,2007-04-14,2007,2007-04-14T13:05:00Z,13,Clear,Don Valley Village
Non-Fatal Injury,Clear,Dark,Minor,Pedestrian,None,D33,2007-04-20,2007,2007-04-20T22:40:00Z,22,Clear,Pleasant View
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2007-04-21,2007,2007-04-21T13:09:00Z,13,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D42,2007-04-28,2007,2007-04-28T14:15:00Z,14,Clear,Milliken
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2007-04-28,2007,2007-04-28T17:34:00Z,17,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2007-05-03,2007,2007-05-03T19:24:00Z,19,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D11,2007-05-07,2007,2007-05-07T11:03:00Z,11,Clear,Junction-Wallace Emerson
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D33,2007-05-08,2007,2007-05-08T10:50:00Z,10,Clear,Don Valley Village
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D51,2007-05-14,2007,2007-05-14T21:03:00Z,21,Clear,Moss Park
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,West,D11,2007-05-16,2007,2007-05-16T11:45:00Z,11,Adverse,Junction-Wallace Emerson
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D12,2007-05-18,2007,2007-05-18T14:25:00Z,14,Clear,Brookhaven-Amesbury
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D55,2007-05-22,2007,2007-05-22T21:57:00Z,21,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2007-05-28,2007,2007-05-28T12:45:00Z,12,Clear,Lawrence Park North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D23,2007-05-28,2007,2007-05-28T18:00:00Z,18,Clear,Mount Olive-Silverstone-Jamestown
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D42,2007-06-03,2007,2007-06-03T17:58:00Z,17,Clear,Milliken
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D55,2007-06-03,2007,2007-06-03T19:21:00Z,19,Adverse,Greenwood-Coxwell
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D52,2007-06-06,2007,2007-06-06T16:45:00Z,16,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,NSA,2007-06-10,2007,2007-06-10T10:38:00Z,10,Clear,NSA
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,North,D51,2007-06-13,2007,2007-06-13T14:20:00Z,14,Clear,Church-Wellesley
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,North,D51,2007-06-13,2007,2007-06-13T14:20:00Z,14,Clear,Church-Wellesley
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D14,2007-06-14,2007,2007-06-14T11:24:00Z,11,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D31,2007-06-18,2007,2007-06-18T15:49:00Z,15,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D32,2007-06-21,2007,2007-06-21T22:50:00Z,22,Clear,Yonge-Doris
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D41,2007-06-22,2007,2007-06-22T10:29:00Z,10,Clear,Cliffcrest
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D42,2007-06-22,2007,2007-06-22T20:09:00Z,20,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D22,2007-06-24,2007,2007-06-24T21:23:00Z,21,Clear,Islington
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D33,2007-06-26,2007,2007-06-26T11:39:00Z,11,Clear,St.Andrew-Windfields
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,None,D32,2007-06-26,2007,2007-06-26T17:30:00Z,17,Clear,NSA
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,None,D32,2007-06-26,2007,2007-06-26T17:30:00Z,17,Clear,NSA
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D32,2007-06-28,2007,2007-06-28T19:30:00Z,19,Clear,Willowdale West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D53,2007-06-30,2007,2007-06-30T14:47:00Z,14,Clear,Annex
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D55,2007-06-30,2007,2007-06-30T21:43:00Z,21,Clear,Greenwood-Coxwell
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D12,2007-07-02,2007,2007-07-02T11:20:00Z,11,Clear,Weston
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D11,2007-07-04,2007,2007-07-04T20:38:00Z,20,Adverse,High Park-Swansea
Fatal,Clear,Daylight,Major,Pedestrian,South,D43,2007-07-11,2007,2007-07-11T20:13:00Z,20,Clear,Cliffcrest
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D43,2007-07-11,2007,2007-07-11T20:13:00Z,20,Clear,Cliffcrest
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D41,2007-07-12,2007,2007-07-12T19:29:00Z,19,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D14,2007-07-12,2007,2007-07-12T21:55:00Z,21,Clear,Wellington Place
Fatal,Clear,Daylight,Minor,Pedestrian,None,D41,2007-07-18,2007,2007-07-18T16:07:00Z,16,Clear,Wexford/Maryvale
Fatal,Clear,Daylight,Minor,Pedestrian,None,D41,2007-07-18,2007,2007-07-18T16:07:00Z,16,Clear,Wexford/Maryvale
Fatal,Clear,Daylight,Fatal,Pedestrian,None,D41,2007-07-18,2007,2007-07-18T16:07:00Z,16,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,West,D43,2007-07-20,2007,2007-07-20T16:37:00Z,16,Clear,Woburn North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D43,2007-07-20,2007,2007-07-20T16:37:00Z,16,Clear,Woburn North
Non-Fatal Injury,Clear,Dark,Major,Cyclist,East,D55,2007-07-21,2007,2007-07-21T21:00:00Z,21,Clear,Greenwood-Coxwell
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D13,2007-07-21,2007,2007-07-21T17:00:00Z,17,Clear,Wychwood
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D55,2007-07-26,2007,2007-07-26T23:35:00Z,23,Clear,Blake-Jones
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D12,2007-07-27,2007,2007-07-27T17:30:00Z,17,Clear,Maple Leaf
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D42,2007-07-28,2007,2007-07-28T12:45:00Z,12,Clear,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D42,2007-08-03,2007,2007-08-03T23:30:00Z,23,Clear,Milliken
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D43,2007-08-05,2007,2007-08-05T10:55:00Z,10,Clear,Bendale South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D31,2007-08-07,2007,2007-08-07T11:00:00Z,11,Clear,York University Heights
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D55,2007-08-10,2007,2007-08-10T21:00:00Z,21,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D14,2007-08-10,2007,2007-08-10T15:02:00Z,15,Clear,Fort York-Liberty Village
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D42,2007-08-16,2007,2007-08-16T10:15:00Z,10,Clear,West Rouge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2007-08-16,2007,2007-08-16T15:00:00Z,15,Clear,Flemingdon Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D41,2007-08-18,2007,2007-08-18T13:41:00Z,13,Clear,Oakridge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D41,2007-08-18,2007,2007-08-18T13:41:00Z,13,Clear,Oakridge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D12,2007-08-18,2007,2007-08-18T13:45:00Z,13,Clear,Weston
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D31,2007-08-19,2007,2007-08-19T11:34:00Z,11,Clear,Humber Summit
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D43,2007-08-20,2007,2007-08-20T16:55:00Z,16,Clear,Bendale-Glen Andrew
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D33,2007-08-24,2007,2007-08-24T18:15:00Z,18,Clear,Fenside-Parkwoods
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D33,2007-08-27,2007,2007-08-27T14:41:00Z,14,Clear,Bayview Woods-Steeles
Fatal,Clear,Daylight,Fatal,Cyclist,South,D42,2007-08-28,2007,2007-08-28T12:44:00Z,12,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2007-08-30,2007,2007-08-30T17:57:00Z,17,Clear,Kensington-Chinatown
Fatal,Clear,Dark,Fatal,Cyclist,West,D41,2007-09-02,2007,2007-09-03T00:05:00Z,0,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2007-09-06,2007,2007-09-06T15:30:00Z,15,Clear,Mount Pleasant East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D42,2007-09-07,2007,2007-09-07T13:30:00Z,13,Clear,Agincourt North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D42,2007-09-08,2007,2007-09-08T10:41:00Z,10,Clear,West Rouge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D41,2007-09-10,2007,2007-09-10T16:35:00Z,16,Clear,Clairlea-Birchmount
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D31,2007-09-13,2007,2007-09-13T10:05:00Z,10,Clear,Black Creek
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D11,2007-09-13,2007,2007-09-13T18:51:00Z,18,Clear,Roncesvalles
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,West,D31,2007-09-14,2007,2007-09-14T18:14:00Z,18,Adverse,Downsview
Non-Fatal Injury,Clear,Dark,Major,Cyclist,North,D41,2007-09-15,2007,2007-09-15T21:16:00Z,21,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D22,2007-09-18,2007,2007-09-18T13:14:00Z,13,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D53,2007-09-18,2007,2007-09-18T19:20:00Z,19,Clear,Rosedale-Moore Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D53,2007-09-19,2007,2007-09-19T13:08:00Z,13,Clear,Rosedale-Moore Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D55,2007-09-20,2007,2007-09-20T18:25:00Z,18,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D41,2007-09-21,2007,2007-09-21T10:53:00Z,10,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D41,2007-09-26,2007,2007-09-26T14:15:00Z,14,Adverse,Clairlea-Birchmount
Fatal,Clear,Dark,Fatal,Pedestrian,West,D23,2007-09-28,2007,2007-09-28T19:32:00Z,19,Clear,West Humber-Clairville
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D42,2007-09-28,2007,2007-09-28T20:33:00Z,20,Clear,Agincourt North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D22,2007-10-09,2007,2007-10-09T18:01:00Z,18,Clear,Etobicoke West Mall
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2007-10-10,2007,2007-10-10T11:30:00Z,11,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D22,2007-10-10,2007,2007-10-10T14:48:00Z,14,Clear,Mimico-Queensway
Fatal,Rain,Dark,Fatal,Pedestrian,South,D42,2007-10-10,2007,2007-10-10T19:46:00Z,19,Adverse,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D32,2007-10-11,2007,2007-10-11T19:10:00Z,19,Clear,Newtonbrook West
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D43,2007-10-13,2007,2007-10-13T19:30:00Z,19,Adverse,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D32,2007-10-21,2007,2007-10-21T12:00:00Z,12,Clear,Lansing-Westgate
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D23,2007-10-21,2007,2007-10-21T23:05:00Z,23,Clear,West Humber-Clairville
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D41,2007-10-26,2007,2007-10-26T21:35:00Z,21,Adverse,Clairlea-Birchmount
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D42,2007-10-31,2007,2007-10-31T18:03:00Z,18,Clear,Malvern East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D43,2007-11-02,2007,2007-11-02T16:42:00Z,16,Clear,Bendale-Glen Andrew
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D14,2007-11-04,2007,2007-11-04T10:05:00Z,10,Clear,South Parkdale
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D55,2007-11-05,2007,2007-11-05T18:52:00Z,18,Adverse,Woodbine Corridor
Non-Fatal Injury,Rain,Dusk,Major,Pedestrian,South,D43,2007-11-06,2007,2007-11-06T18:36:00Z,18,Adverse,Woburn North
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D33,2007-11-06,2007,2007-11-06T21:15:00Z,21,Adverse,Hillcrest Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D13,2007-11-07,2007,2007-11-07T11:30:00Z,11,Clear,Humewood-Cedarvale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D42,2007-11-07,2007,2007-11-07T22:06:00Z,22,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D42,2007-11-07,2007,2007-11-07T22:06:00Z,22,Clear,Tam O'Shanter-Sullivan
